PSDV,pSivida Corp. - Common Stock,NASDAQ
1.72,1.72,1.75,1.67
1.73,1.74,1.84,1.72
1.72,1.69,1.80,1.67
1.69,1.74,1.79,1.67
1.75,1.70,1.79,1.69
1.70,1.56,1.75,1.50
1.56,1.56,1.60,1.50
1.58,1.60,1.67,1.55
1.66,1.73,1.73,1.64
1.73,1.81,1.85,1.69
1.85,1.88,1.93,1.82
1.89,1.85,1.90,1.81
1.83,1.84,1.90,1.81
1.84,1.97,1.97,1.83
1.95,1.94,2.00,1.90
1.94,1.80,1.94,1.77
1.81,1.68,1.82,1.68
1.70,1.71,1.74,1.65
1.73,1.77,1.85,1.72
1.83,1.84,1.87,1.76
1.85,1.90,1.90,1.84
1.90,1.90,1.92,1.87
1.90,1.89,1.93,1.88
1.90,2.09,2.09,1.90
2.09,1.97,2.16,1.92
1.95,1.94,1.96,1.89
1.91,1.94,1.97,1.90
