IWR,iShares Russell Mid-Cap ETF,NASDAQ
179.10,179.86,179.87,178.46
179.90,182.30,182.44,179.82
182.73,183.35,183.78,182.09
183.45,183.28,183.92,182.76
183.12,182.31,183.55,181.83
182.94,182.91,183.36,182.21
182.62,180.75,183.04,180.55
181.10,181.46,182.31,180.42
181.63,181.19,182.21,180.76
181.49,181.67,182.06,181.17
182.28,182.49,182.76,182.05
182.63,181.94,182.70,181.94
180.81,180.09,180.88,179.67
180.10,180.54,180.56,179.97
180.70,181.15,181.44,180.70
181.43,179.23,181.44,179.10
179.35,179.52,179.90,178.94
179.80,178.86,180.09,178.40
180.21,180.21,181.10,179.04
180.67,182.57,182.63,180.67
182.00,181.72,182.30,180.89
181.91,182.14,182.72,181.42
181.89,181.15,182.06,181.05
181.33,181.72,182.28,181.15
181.82,182.29,182.29,181.28
181.79,181.73,181.85,180.16
181.95,182.27,182.76,181.95
