RFG,Guggenheim S&P Midcap 400 Pure Growth ETF,NASDAQ
125.38,125.40,125.51,125.13
126.15,127.02,127.03,126.15
127.42,128.41,128.41,127.00
128.40,129.89,130.06,128.14
130.07,131.75,131.84,129.96
131.71,131.37,132.15,131.09
131.31,130.25,131.31,129.85
130.90,130.95,131.15,130.36
130.72,129.85,130.96,129.70
129.72,130.36,131.33,129.72
130.32,129.64,131.00,129.64
129.97,130.20,130.50,129.89
130.73,130.72,130.82,130.24
130.50,130.15,130.65,130.15
129.69,128.90,129.69,128.75
129.01,129.31,129.31,129.01
129.38,129.78,129.98,129.38
129.98,128.95,129.98,128.71
128.90,129.52,129.52,128.90
129.75,128.85,129.79,128.60
129.37,129.15,130.15,128.44
129.69,130.95,131.05,129.69
130.51,129.87,130.82,129.35
129.81,129.72,130.25,129.72
129.79,129.71,130.20,129.36
129.60,130.80,131.13,129.60
130.75,130.99,131.09,130.50
130.72,130.66,130.73,129.26
130.78,131.51,131.70,130.78
