GD,General Dynamics Corporation Common Stock,NASDAQ
177.59,178.09,178.77,176.34
178.10,178.43,178.47,176.67
178.08,173.67,178.13,173.44
173.43,175.39,175.64,173.28
172.22,173.74,174.13,168.00
174.61,174.31,176.28,173.53
174.49,173.74,175.50,173.51
173.34,174.12,175.86,173.34
174.47,174.41,176.40,173.86
175.00,174.63,175.75,173.61
174.96,175.26,176.07,174.11
175.60,174.10,175.92,174.02
174.56,174.53,175.09,173.88
173.89,175.25,175.46,173.83
175.95,174.58,176.36,173.97
174.70,173.05,175.31,172.94
173.55,173.21,174.07,172.35
173.75,172.66,174.27,171.65
174.39,175.45,176.72,174.26
176.14,175.54,176.26,174.21
175.78,176.14,178.36,175.10
176.00,177.46,177.77,175.74
176.60,176.07,177.50,175.71
176.77,176.36,177.90,175.75
176.33,177.07,177.11,175.27
177.23,176.52,177.23,173.60
176.77,177.89,178.08,176.41
