WPPGY,WPP plc - American Depositary Shares each representing five Ordinary Shares,NASDAQ
104.92,105.59,105.84,104.85
107.30,106.95,107.60,106.88
107.40,105.77,108.01,105.31
103.31,104.47,104.88,103.15
108.31,107.92,108.74,107.61
110.36,111.23,111.45,110.21
110.62,110.92,111.29,110.37
111.74,111.18,112.07,111.03
112.68,111.18,113.38,111.10
111.59,111.06,111.81,110.74
110.47,110.84,111.14,110.36
110.19,110.17,110.72,108.92
109.94,110.38,110.61,109.85
110.58,110.39,111.33,110.33
110.92,110.27,110.99,110.22
109.94,110.14,110.27,109.88
110.19,110.25,110.77,110.19
110.72,110.42,111.03,110.36
110.29,110.35,110.53,109.93
110.70,110.66,111.80,110.40
111.88,111.90,112.06,111.46
111.61,112.01,112.04,111.28
112.95,113.35,113.56,112.52
112.61,112.83,113.40,112.51
113.51,113.26,113.67,113.16
113.87,113.85,114.52,113.71
113.71,114.54,114.92,113.39
114.60,114.42,115.10,113.90
114.17,114.56,115.01,113.98
