CACI,CACI International,NASDAQ
132.80,131.85,132.80,131.15
131.10,128.35,131.10,128.15
128.50,127.10,129.90,126.55
127.15,126.50,128.02,125.90
126.95,126.45,128.35,125.70
127.45,125.30,127.70,125.30
125.35,126.25,127.40,125.35
126.25,126.40,127.45,125.25
126.55,124.65,126.80,124.65
125.00,124.60,125.85,124.30
124.60,125.15,125.70,123.75
125.20,125.35,125.85,124.35
125.90,123.90,126.10,123.85
123.75,125.30,125.45,123.75
125.30,124.30,126.20,123.70
125.55,124.35,125.55,123.10
125.00,126.55,126.60,122.88
126.10,124.80,127.58,124.15
124.95,124.50,125.50,122.50
124.50,123.95,125.80,123.35
123.80,123.85,124.65,123.40
123.70,123.95,124.25,122.50
124.00,123.70,126.12,121.60
123.85,123.60,124.95,123.05
