IJH,iShares Core S&P Mid-Cap ETF,NASDAQ
164.44,165.83,165.83,164.00
165.83,167.72,167.92,165.68
168.15,169.57,169.86,167.79
169.66,169.22,169.84,168.88
168.94,168.18,169.66,167.75
168.94,168.52,169.19,167.67
168.49,166.50,168.98,166.24
166.87,167.18,168.17,166.11
167.18,166.82,168.45,166.52
166.99,167.76,167.93,166.97
168.38,168.76,168.96,168.05
167.96,167.23,168.05,167.19
167.23,166.24,167.23,165.76
166.33,166.52,166.67,166.14
166.74,167.26,167.62,166.71
167.47,165.55,167.66,165.30
165.57,166.00,166.48,165.41
166.43,165.34,166.44,165.01
166.97,166.23,167.43,165.22
166.77,168.91,169.07,166.77
168.47,167.60,168.83,166.97
167.82,167.43,168.29,167.16
167.34,166.32,167.37,166.10
166.72,167.44,168.05,166.40
167.66,168.07,168.14,166.92
167.81,167.16,167.81,165.37
167.58,168.12,168.71,167.57
