GML,SPDR S&P Emerging Latin America ETF,NASDAQ
43.58,44.37,44.37,43.58
44.57,44.63,44.63,44.39
44.63,44.63,44.63,44.63
44.75,44.78,44.98,44.74
44.48,44.55,44.55,44.48
44.70,44.72,44.72,44.63
44.51,43.55,44.51,43.55
43.12,43.18,43.18,43.12
43.27,43.00,43.27,43.00
43.39,42.71,43.39,42.70
42.94,42.70,43.01,42.58
43.11,43.05,43.11,42.86
42.80,42.90,42.90,42.75
43.48,43.34,43.66,43.34
43.98,43.82,44.05,43.74
43.97,44.22,44.22,43.97
44.88,44.75,44.88,44.49
44.70,44.41,44.70,44.40
45.20,45.29,45.83,45.17
45.29,45.45,45.45,45.29
46.08,46.08,46.08,46.08
45.70,45.70,45.70,45.70
46.28,45.76,46.28,45.70
46.31,45.94,46.31,45.94
45.61,45.71,45.71,45.24
46.91,46.95,46.95,46.91
46.40,46.61,46.80,46.40
