ROP,Roper Technologies,NASDAQ
183.72,183.51,183.95,182.79
182.63,183.29,183.77,182.63
183.12,185.80,185.93,182.96
185.72,184.89,185.81,184.13
186.00,188.04,189.44,185.51
187.74,186.66,188.82,186.33
186.10,186.97,187.19,185.26
187.75,185.00,188.47,184.82
185.09,184.43,185.85,183.86
185.33,186.33,186.89,184.92
186.28,185.81,186.63,185.79
186.00,186.01,186.38,184.70
186.43,185.93,186.59,185.62
185.86,186.20,187.05,185.86
186.46,183.81,187.03,183.74
184.11,183.13,185.33,182.64
184.09,183.08,184.14,182.03
184.82,184.93,185.71,183.74
185.31,185.29,186.43,184.45
184.68,185.27,186.99,184.30
187.15,187.87,189.19,186.42
188.04,186.31,188.04,185.97
185.63,186.00,186.43,184.55
185.71,188.97,189.79,185.06
188.76,187.66,188.76,185.63
189.51,188.50,190.01,188.12
