TDY,Teledyne Technologies Incorporated Common Stock,NASDAQ
125.38,127.21,127.73,124.48
126.67,128.13,128.63,126.07
128.13,128.89,129.36,126.98
129.18,127.40,129.27,127.40
126.27,126.39,127.40,124.94
127.55,125.93,128.00,125.41
125.62,123.49,126.32,123.32
123.51,124.95,126.19,123.51
124.50,123.00,125.84,122.82
123.53,124.05,124.53,122.30
124.96,124.65,125.35,123.78
124.76,123.57,124.76,123.47
123.81,123.78,124.40,122.77
124.00,124.00,124.00,123.43
124.21,124.15,125.11,124.04
123.40,122.93,124.39,122.52
122.91,123.73,123.91,122.59
124.00,123.00,124.00,122.62
124.00,124.00,124.69,123.02
124.00,124.07,125.19,124.00
123.90,123.36,125.50,122.72
123.61,122.61,123.90,122.34
122.08,121.11,122.08,120.71
121.66,122.74,123.20,121.14
122.69,123.01,123.10,121.27
122.61,122.61,122.76,120.06
123.20,124.26,124.60,121.84
