JKE,iShares Morningstar Large-Cap Growth ETF,NASDAQ
120.32,120.04,120.32,119.76
120.05,121.51,121.64,119.75
121.71,121.87,122.12,121.42
122.13,122.67,122.67,122.13
122.55,122.18,122.55,121.86
122.49,123.31,123.67,122.49
123.20,122.65,123.41,122.50
122.77,122.74,123.35,122.63
123.09,122.39,123.09,122.33
122.65,122.43,123.16,122.36
122.98,123.03,123.25,122.88
122.69,122.50,122.72,122.49
122.43,122.15,122.50,121.79
122.09,122.37,122.37,121.98
122.46,122.75,123.27,122.46
123.02,121.80,123.02,121.73
121.90,121.76,122.10,121.54
122.01,121.02,122.01,120.76
121.69,121.81,122.44,121.38
122.27,122.95,123.08,122.27
122.95,123.50,123.50,122.92
123.34,124.36,124.72,123.34
124.40,124.49,124.64,124.12
124.60,124.75,124.95,124.32
124.49,124.57,124.76,123.79
124.34,124.66,124.67,123.69
124.82,124.99,125.20,124.82
