INGR,Ingredion Incorporated Common Stock,NASDAQ
119.71,119.48,120.93,118.74
119.36,121.93,121.99,119.31
121.60,123.47,123.56,121.17
123.28,124.42,124.60,123.25
124.32,125.50,126.38,124.32
125.90,125.30,127.19,125.22
125.54,124.56,125.86,123.85
124.25,124.92,125.76,123.18
124.81,125.82,126.30,124.43
125.55,125.30,125.98,123.85
125.04,125.37,125.77,124.21
125.85,125.76,127.17,125.26
126.03,126.58,127.18,125.05
126.21,125.87,126.74,124.70
125.93,125.82,126.39,125.26
125.21,124.63,125.74,124.28
124.73,125.68,126.20,124.24
125.59,124.96,126.08,124.58
125.06,125.38,126.30,124.50
125.90,126.30,127.79,125.10
126.13,126.29,126.91,125.98
125.81,125.93,126.49,124.82
126.06,125.00,126.45,124.14
125.50,124.08,125.56,123.79
124.61,125.77,126.74,124.36
125.67,125.09,126.49,124.70
125.60,126.45,126.51,125.07
