VB,Vanguard Small-Cap ETF - DNQ,NASDAQ
128.70,129.81,129.85,128.25
129.74,131.11,131.27,129.57
131.55,132.66,132.80,131.04
133.09,132.57,133.18,132.23
132.61,131.38,132.86,131.10
131.95,131.55,132.31,130.89
131.29,129.77,131.81,129.50
130.01,130.46,131.31,129.50
130.67,130.26,131.58,129.88
130.60,131.09,131.31,130.42
131.53,131.94,132.13,131.23
131.91,131.32,132.27,131.29
130.61,129.56,130.61,129.22
129.59,130.12,130.14,129.56
130.40,130.59,130.99,130.21
130.98,129.13,130.98,128.94
129.52,129.47,129.98,128.94
129.78,128.96,129.78,128.58
130.30,129.71,130.76,128.82
130.18,131.88,132.07,130.18
131.71,130.83,131.81,130.27
131.23,130.65,131.42,130.53
130.61,129.87,130.65,129.66
130.24,130.82,131.11,130.00
131.07,131.19,131.38,130.36
131.09,130.48,131.13,129.10
130.83,131.30,131.80,130.83
