ADK,Adcare Health Systems Inc Common Stock (GA),NASDAQ
1.62,1.57,1.67,1.57
1.60,1.66,1.68,1.59
1.55,1.55,1.60,1.53
1.62,1.55,1.62,1.55
1.60,1.55,1.60,1.51
1.52,1.57,1.59,1.47
1.54,1.59,1.59,1.53
1.57,1.55,1.59,1.52
1.57,1.53,1.57,1.53
1.53,1.51,1.59,1.51
1.48,1.55,1.56,1.48
1.54,1.50,1.55,1.48
1.50,1.47,1.51,1.44
1.49,1.51,1.51,1.46
1.50,1.49,1.51,1.48
1.50,1.46,1.50,1.46
1.46,1.45,1.48,1.43
1.43,1.46,1.48,1.38
1.45,1.56,1.57,1.45
1.51,1.55,1.58,1.51
1.54,1.56,1.57,1.50
1.56,1.56,1.57,1.50
1.55,1.55,1.56,1.50
1.55,1.61,1.74,1.55
1.63,1.61,1.66,1.61
1.60,1.55,1.63,1.53
1.58,1.54,1.63,1.54
