MCD,McDonald's Corporation Common Stock,NASDAQ
119.29,119.25,119.65,118.60
119.41,119.92,120.13,118.47
120.05,120.45,121.15,119.50
120.57,121.26,121.27,120.21
121.57,121.74,122.25,121.26
121.78,122.68,122.92,121.76
122.87,122.84,123.40,122.39
122.97,122.36,123.36,121.77
122.89,123.24,123.84,122.54
123.23,122.99,123.66,122.77
123.18,123.33,123.90,122.71
123.15,123.18,123.76,123.10
123.12,123.72,124.00,123.09
123.37,123.14,123.83,123.07
123.30,123.07,123.65,122.97
122.93,122.68,123.35,122.61
122.76,122.79,123.36,122.76
122.79,121.72,123.16,121.44
121.86,119.62,122.00,118.96
119.00,119.48,119.74,118.18
119.34,119.70,120.20,119.10
118.93,120.76,121.50,118.52
120.76,120.43,121.06,120.33
120.46,120.25,120.85,119.73
120.93,120.88,121.50,120.62
120.30,122.10,122.31,120.20
122.24,121.50,122.24,121.10
