SBSA,Spanish Broadcasting System,NASDAQ
3.91,3.80,3.94,3.70
3.90,3.80,4.05,3.80
3.95,3.76,3.95,3.70
3.85,3.75,3.94,3.70
3.90,3.70,3.90,3.70
3.70,3.80,3.80,3.70
3.75,3.65,3.75,3.55
3.55,3.55,3.60,3.55
3.40,3.40,3.50,3.25
3.30,3.20,3.30,3.15
3.16,3.15,3.16,3.10
3.15,3.20,3.30,3.15
3.15,3.24,3.24,3.15
3.25,3.15,3.25,3.00
3.09,3.11,3.11,3.09
3.10,3.10,3.10,3.10
3.05,3.10,3.11,3.00
3.05,3.18,3.20,3.05
3.15,3.15,3.35,3.05
3.20,3.10,3.20,3.05
3.10,3.05,3.10,3.05
3.05,2.98,3.10,2.95
2.95,2.95,3.05,2.95
3.05,3.05,3.05,2.90
2.90,3.00,3.10,2.90
3.05,3.00,3.05,2.95
