FDS,FactSet Research Systems Inc. Common Stock,NASDAQ
161.16,161.47,161.50,160.10
161.14,164.51,164.82,161.14
164.60,166.33,166.43,163.26
166.20,167.38,167.56,165.34
166.50,165.25,166.76,164.91
165.66,167.54,167.75,165.66
167.56,164.54,168.22,164.44
164.82,165.35,167.04,163.64
165.35,165.34,166.73,165.09
165.22,165.33,166.29,163.93
164.01,161.28,164.54,157.56
162.08,165.18,165.70,161.38
165.29,162.88,165.87,162.74
162.65,163.21,164.49,162.65
163.28,165.06,165.76,163.28
165.22,162.72,165.60,162.70
162.57,161.94,163.65,161.69
161.01,163.43,164.01,160.80
165.06,165.14,166.12,164.04
165.96,169.71,170.53,165.48
169.30,168.88,170.97,168.05
168.75,170.74,171.71,167.94
170.42,169.80,171.30,169.21
166.99,169.46,170.68,166.35
169.65,169.44,169.88,168.31
168.98,169.54,169.82,166.43
169.87,170.24,171.12,169.46
