ROIAK,Radio One,NASDAQ
2.95,2.90,3.05,2.90
2.95,3.00,3.00,2.83
2.90,3.00,3.00,2.90
3.00,2.90,3.00,2.90
2.95,2.90,2.95,2.80
2.95,2.80,2.95,2.80
2.85,2.80,2.90,2.80
2.85,2.85,2.90,2.75
2.85,2.95,3.00,2.70
2.95,3.00,3.00,2.95
3.00,2.95,3.00,2.95
2.95,2.95,3.00,2.85
2.90,3.00,3.00,2.90
3.00,3.00,3.00,2.95
3.00,2.95,3.05,2.95
3.00,3.00,3.05,2.95
2.95,2.90,3.00,2.90
3.00,3.05,3.10,3.00
3.10,3.05,3.10,3.00
3.00,3.00,3.05,2.95
3.05,3.00,3.05,2.90
2.95,2.80,2.95,2.75
2.80,2.75,2.80,2.65
2.60,2.65,2.75,2.60
2.70,2.70,2.75,2.70
2.70,2.70,2.70,2.60
