TIF,Tiffany & Co. Common Stock,NASDAQ
83.15,83.24,83.61,82.60
83.60,84.35,84.72,83.51
84.23,85.06,85.44,83.84
84.80,85.02,85.36,84.35
85.01,84.69,85.19,83.70
84.62,84.21,84.79,83.74
84.20,83.17,84.50,82.92
83.29,81.03,83.30,80.91
80.59,79.80,80.99,79.76
80.23,79.94,80.96,79.29
80.18,80.45,80.81,79.97
80.19,80.04,80.34,79.50
79.96,77.77,80.00,77.52
77.65,77.13,77.83,76.77
77.50,78.37,78.62,77.50
78.47,77.38,78.83,77.30
77.33,77.40,78.06,76.80
77.71,77.43,78.24,77.07
77.89,77.79,78.36,77.16
78.18,79.26,79.69,78.00
78.16,76.81,78.44,76.11
76.82,77.16,77.22,76.08
77.09,76.84,77.13,76.48
76.72,77.14,77.48,76.48
76.82,77.74,77.95,76.40
78.04,80.55,81.51,78.04
81.93,81.92,83.28,81.23
