RL,Ralph Lauren Corporation Common Stock,NASDAQ
108.09,107.42,108.28,106.95
106.98,108.96,109.32,106.90
109.40,108.88,110.42,108.23
108.83,109.00,109.74,108.44
108.38,103.77,108.91,103.24
104.11,103.76,104.90,103.54
103.19,101.75,103.86,101.17
101.60,96.93,101.67,95.67
97.07,94.75,97.10,93.46
94.35,93.24,95.34,93.00
93.32,92.92,94.06,92.54
92.69,92.81,93.31,92.27
92.75,90.73,92.88,90.01
91.00,89.45,92.34,89.24
89.97,90.10,91.12,89.62
89.90,89.98,90.39,89.31
89.90,90.74,91.07,89.90
90.75,90.32,91.47,90.07
91.27,90.63,93.05,90.56
91.00,90.62,92.49,90.15
88.62,89.05,89.12,87.07
89.27,88.58,89.45,87.55
88.94,87.25,88.94,87.22
87.91,87.94,88.84,87.51
87.75,86.64,88.29,85.95
86.08,86.39,86.91,85.90
86.75,86.32,87.36,85.79
