GNVC,GenVec,NASDAQ
3.34,3.30,3.35,3.22
3.30,3.22,3.38,3.22
3.21,3.14,3.27,3.03
3.17,3.09,3.17,3.02
3.07,3.02,3.10,3.00
3.00,2.98,3.05,2.89
2.93,3.11,3.28,2.93
3.12,3.19,3.19,3.09
3.13,3.28,3.29,3.13
3.24,3.18,3.26,3.17
3.15,3.17,3.23,3.10
3.15,3.21,3.45,3.14
3.29,3.28,3.33,3.20
3.24,3.25,3.33,3.21
3.25,3.31,3.40,3.25
3.43,3.27,3.43,3.26
3.24,3.21,3.28,3.17
3.24,3.20,3.33,3.17
3.20,3.37,3.46,3.18
3.47,4.10,4.47,3.40
4.19,3.66,4.34,3.60
3.76,4.97,5.10,3.68
7.75,8.79,10.44,6.56
7.81,6.51,7.98,6.19
5.91,6.09,6.55,5.59
6.02,6.14,6.49,5.85
