IGM,iShares North American Tech ETF,NASDAQ
122.31,124.47,124.56,122.30
124.58,124.98,125.43,124.58
125.41,125.55,125.61,125.19
125.28,124.95,125.38,124.51
125.33,126.38,126.98,125.33
126.50,126.00,126.96,125.77
126.12,126.30,126.98,126.12
126.83,125.34,126.83,125.27
125.54,125.95,126.48,125.41
126.45,126.56,126.76,126.10
126.24,126.09,126.34,125.79
126.11,125.43,126.11,125.22
125.30,125.48,125.57,125.24
125.77,126.28,126.69,125.77
126.50,125.05,126.50,125.05
125.10,125.07,125.45,124.71
125.31,123.81,125.31,123.55
124.51,124.71,125.32,124.18
125.11,125.67,125.76,125.11
125.54,126.07,126.29,125.54
126.13,127.20,127.46,126.13
127.26,127.39,127.71,127.26
127.32,127.34,127.78,127.10
127.40,128.05,128.09,127.17
127.74,127.92,127.93,126.51
128.05,128.48,128.64,128.05
