RZG,Guggenheim S&P Smallcap 600 Pure Growth ETF,NASDAQ
92.78,92.69,93.08,92.50
93.22,94.24,94.28,92.96
94.65,95.22,95.37,94.13
95.53,96.03,96.26,94.69
96.19,97.77,97.87,95.86
98.43,98.42,98.69,97.92
97.98,97.23,98.18,96.87
97.77,97.25,97.84,97.06
97.56,96.38,97.56,96.37
96.82,96.81,97.84,96.74
97.27,96.70,97.80,96.70
96.95,97.20,97.83,96.95
97.69,98.70,98.70,97.63
98.65,98.30,98.65,98.05
97.78,97.13,97.79,96.95
97.35,97.49,97.49,97.25
97.59,98.22,98.36,97.59
98.27,97.16,98.27,97.07
97.27,97.02,97.68,96.76
97.26,96.57,97.26,96.55
97.77,97.40,97.98,96.37
97.62,98.82,98.99,97.62
97.79,97.53,97.81,97.05
97.57,96.76,97.59,96.64
96.69,95.86,96.69,95.73
96.00,96.90,96.90,95.71
96.90,97.07,97.15,96.34
96.72,95.96,96.72,95.00
96.82,96.92,97.25,96.79
