AGEN,Agenus Inc. - Common Stock,NASDAQ
4.36,4.44,4.44,4.16
4.36,4.18,4.42,4.05
4.16,4.33,4.33,4.07
4.38,4.28,4.53,4.27
4.30,4.28,4.37,4.15
4.31,4.34,4.45,4.29
4.32,4.22,4.35,4.09
4.23,4.37,4.37,4.20
4.37,4.51,4.70,4.37
4.50,4.38,4.56,4.36
4.35,4.39,4.47,4.32
4.41,4.19,4.45,4.19
4.23,4.06,4.27,4.03
4.10,4.40,4.42,4.10
4.39,4.30,4.45,4.30
4.29,4.22,4.39,4.20
4.22,4.17,4.30,4.15
4.18,4.12,4.24,4.08
4.18,4.16,4.24,4.02
4.15,4.33,4.34,4.12
4.33,4.30,4.36,4.18
4.32,4.32,4.35,4.24
4.36,4.15,4.36,4.09
4.18,4.11,4.18,4.03
4.11,3.99,4.13,3.91
3.95,4.07,4.12,3.93
4.07,4.09,4.14,4.05
