SLB,Schlumberger N.V. Common Stock,NASDAQ
83.76,83.96,84.29,83.16
84.05,84.35,84.80,83.56
84.44,84.47,84.76,83.80
84.87,84.78,84.98,83.94
86.09,85.01,86.82,84.67
85.73,86.13,86.73,85.05
85.53,85.16,86.46,84.81
84.50,85.28,85.70,84.30
85.50,85.50,85.55,84.98
85.40,85.12,85.70,84.97
85.61,85.28,85.88,85.03
85.57,86.16,86.26,85.06
85.79,86.38,87.00,85.59
86.03,85.51,86.27,85.23
85.80,85.44,85.95,85.23
85.28,84.63,85.48,84.41
84.26,84.20,84.85,83.79
84.30,83.95,84.50,83.66
84.86,84.80,85.11,83.71
85.00,85.43,85.71,84.54
85.58,85.30,85.87,85.19
85.48,86.48,86.83,84.84
85.99,85.77,86.40,85.43
85.69,84.60,85.71,84.58
84.99,85.66,85.81,84.62
85.69,85.33,85.70,84.65
84.95,84.82,85.74,84.78
