HMNY,Helios and Matheson Analytics Inc - Common Stock,NASDAQ
4.31,4.54,4.70,4.10
4.75,4.15,4.95,4.10
4.16,4.20,4.49,4.01
4.29,4.34,4.67,4.16
4.44,4.26,4.44,4.16
4.43,5.21,6.50,4.11
5.29,4.32,5.29,4.30
4.25,4.19,4.41,4.05
4.22,4.32,4.44,4.22
4.25,4.21,4.90,4.04
4.11,4.16,4.37,4.10
4.11,4.49,5.86,4.11
4.30,4.32,4.50,4.20
4.25,4.29,4.40,4.22
4.23,4.22,4.35,4.18
4.19,4.26,4.34,4.15
3.92,3.81,3.97,3.62
3.74,3.71,3.78,3.65
3.64,3.45,3.73,3.41
3.40,3.30,3.59,3.06
3.28,3.11,3.37,3.07
3.11,3.42,3.79,3.11
3.67,3.40,4.14,3.30
3.35,3.28,3.40,3.25
3.28,3.21,3.35,3.15
3.28,3.24,3.45,3.15
3.36,3.66,3.90,3.16
3.66,3.66,4.60,3.63
3.55,3.40,3.70,3.40
