SSYS,Stratasys,NASDAQ
18.97,18.94,19.00,18.74
18.90,19.62,19.71,18.72
19.65,19.63,19.91,19.51
19.58,19.74,19.81,19.16
19.80,19.96,20.13,19.52
19.86,19.13,19.90,19.04
19.12,19.03,19.49,18.61
19.08,18.95,19.56,18.80
18.95,19.06,19.25,18.83
19.02,18.68,19.13,18.28
18.57,18.25,18.79,18.10
18.18,17.83,18.21,17.73
17.83,17.89,18.17,17.78
17.67,17.77,18.06,17.61
17.77,17.01,17.77,16.95
16.95,16.67,17.09,16.45
16.63,16.54,16.81,16.37
16.88,17.89,17.93,16.88
18.00,18.21,18.57,18.00
18.18,17.77,18.49,17.63
17.94,17.98,18.17,17.72
18.01,18.75,19.05,17.89
19.59,18.78,19.93,18.69
18.88,18.87,19.12,18.63
18.79,18.84,18.98,18.24
18.90,19.37,19.49,18.90
