JKI,iShares Morningstar Mid-Cap ETF,NASDAQ
144.97,145.60,145.69,144.40
145.74,147.82,147.85,145.74
148.10,148.51,149.01,147.70
148.76,148.64,148.76,148.13
149.63,147.85,149.63,147.66
148.67,148.44,148.81,147.46
148.37,146.38,148.44,146.38
146.59,147.33,147.99,146.59
148.05,146.70,148.05,146.49
147.05,146.93,147.28,146.60
148.04,147.79,148.24,147.55
147.15,146.64,147.15,146.64
146.73,146.17,146.73,146.00
146.46,146.33,146.46,145.98
146.26,147.00,147.11,146.26
147.22,145.11,147.22,145.06
145.33,144.94,145.33,144.63
145.69,144.47,145.69,144.06
145.02,145.88,146.63,144.99
146.61,147.75,147.75,146.61
147.51,146.65,147.51,145.96
147.02,147.18,147.32,146.64
146.98,145.64,146.98,145.64
146.03,146.03,146.67,145.82
146.35,146.83,146.87,146.03
147.02,145.98,147.02,144.69
146.53,146.31,146.73,146.02
