OPHC,OptimumBank Holdings,NASDAQ
4.80,3.51,4.80,3.45
3.73,3.69,3.73,3.69
3.69,3.69,3.69,3.69
3.68,3.80,3.80,3.68
3.75,3.61,3.75,3.52
3.98,4.09,4.20,3.75
4.07,3.98,4.20,3.98
3.71,3.95,4.00,3.62
3.60,3.84,3.84,3.60
3.78,4.64,4.80,3.78
4.57,4.08,4.70,3.87
4.12,4.29,4.30,4.12
4.14,3.94,4.16,3.94
3.89,3.65,3.90,3.65
3.70,3.67,3.70,3.66
3.65,3.80,3.96,3.25
3.50,3.78,3.78,3.45
3.71,3.71,3.71,3.71
3.71,3.71,3.71,3.71
3.86,3.60,3.88,3.60
3.60,3.60,3.60,3.60
3.67,3.53,3.67,3.53
3.53,3.52,3.53,3.52
3.62,3.63,3.71,3.54
3.58,3.58,3.70,3.52
3.75,3.81,5.25,3.75
