FPP,FieldPoint Petroleum Corporation Common Stock,NASDAQ
0.59,0.61,0.61,0.58
0.61,0.60,0.61,0.56
0.60,0.59,0.62,0.56
0.60,0.59,0.62,0.56
0.60,0.65,0.67,0.57
0.65,0.73,0.84,0.63
0.74,0.70,0.78,0.70
0.72,0.89,0.90,0.72
0.89,0.86,0.90,0.82
0.82,0.87,0.90,0.82
0.85,0.86,0.91,0.82
0.89,0.87,0.89,0.84
0.84,0.87,0.88,0.84
0.87,0.87,0.87,0.83
0.86,0.78,0.86,0.77
0.81,0.80,0.81,0.70
0.80,0.77,0.80,0.72
0.75,0.72,0.75,0.72
0.72,0.71,0.72,0.70
0.69,0.71,0.72,0.69
0.72,0.75,0.77,0.67
0.78,0.78,0.81,0.72
0.71,0.69,0.78,0.60
0.69,0.68,0.72,0.67
0.68,0.70,0.70,0.64
0.72,0.71,0.72,0.69
0.71,0.70,0.72,0.69
