VRTX,Vertex Pharmaceuticals Incorporated - Common Stock,NASDAQ
77.65,75.50,78.01,75.38
76.13,75.55,77.33,75.25
75.77,78.12,78.39,75.04
76.70,75.32,76.94,74.09
75.98,77.22,77.34,74.59
77.70,76.67,79.67,76.28
76.58,76.08,76.92,75.24
76.62,76.60,77.77,76.08
76.34,78.33,78.69,76.00
78.00,77.05,78.62,76.27
77.35,76.80,78.90,76.29
76.46,76.30,78.45,76.05
76.44,76.44,76.85,75.97
76.30,72.60,76.80,72.41
72.61,72.02,73.00,71.46
72.11,74.31,74.81,71.96
74.32,75.19,76.28,74.32
75.20,74.59,75.50,74.52
74.45,74.44,75.01,73.73
74.67,73.67,74.99,73.23
74.43,74.89,74.99,73.34
75.22,77.05,78.09,74.87
77.15,79.06,79.61,76.15
78.94,79.39,79.70,77.56
79.80,82.86,83.62,77.09
82.60,82.93,83.47,81.69
83.17,81.93,85.37,80.38
81.61,82.39,82.68,80.50
82.40,83.17,84.41,81.71
