CHKP,Check Point Software Technologies Ltd. - Ordinary Shares,NASDAQ
81.20,81.89,83.00,80.78
81.99,83.36,83.91,81.89
83.69,83.85,83.87,82.00
83.89,84.59,84.67,83.10
84.72,84.59,85.41,84.55
84.29,85.22,85.39,84.00
85.18,84.64,85.18,84.24
84.78,84.58,85.31,84.05
84.39,84.92,85.27,84.33
84.81,85.05,85.83,84.60
85.46,84.99,86.17,84.64
85.22,85.38,85.62,85.00
85.70,85.90,86.53,85.50
85.69,85.66,86.00,85.24
85.93,84.95,85.97,84.50
84.77,84.89,85.96,84.64
85.16,86.33,86.70,85.01
86.25,85.18,86.47,85.02
84.89,85.05,86.13,84.59
85.25,84.46,85.63,84.29
84.73,84.57,85.24,84.01
84.52,84.92,85.27,84.00
84.68,86.66,86.73,84.60
86.66,87.24,87.75,85.61
87.33,87.20,87.64,86.90
87.19,88.21,88.93,87.05
88.48,88.49,89.27,88.28
88.35,89.19,89.25,87.70
89.46,90.71,92.23,89.43
