DDS,Dillard's,NASDAQ
71.75,72.99,73.33,71.10
72.62,73.06,74.08,71.66
72.55,72.21,73.52,71.30
71.61,69.00,72.03,68.92
68.99,68.55,69.36,67.26
68.50,67.77,69.12,67.52
68.44,66.54,68.84,66.40
66.25,63.50,66.31,63.49
63.95,64.74,65.83,63.49
65.29,67.59,68.21,65.29
67.13,66.45,67.70,66.36
65.95,61.63,67.09,60.82
61.75,61.39,62.84,60.76
61.65,63.01,64.22,61.65
63.10,61.89,63.77,61.83
61.95,62.47,63.13,61.45
62.50,62.69,63.17,62.03
63.64,61.72,63.64,60.66
62.19,62.92,63.44,62.19
60.44,56.49,60.68,55.25
56.95,56.38,57.02,55.89
56.16,56.15,56.78,55.69
55.74,55.99,57.19,55.52
56.20,56.78,56.84,55.35
56.55,56.38,57.05,56.07
56.64,56.46,57.08,55.94
