TRV,The Travelers Companies,NASDAQ
116.48,117.99,118.36,116.22
118.38,118.38,119.26,118.17
118.70,119.19,119.19,117.87
119.87,120.91,120.99,119.56
121.08,121.43,122.47,120.94
121.34,120.37,121.44,119.89
120.93,120.40,121.71,120.20
121.04,121.60,121.93,120.60
121.61,121.75,122.20,121.38
122.15,122.44,122.82,121.86
121.94,122.57,123.09,121.94
122.25,122.12,122.87,121.62
122.13,122.12,122.44,121.68
122.27,121.98,122.27,121.65
122.40,122.08,122.77,121.97
122.07,122.29,122.60,121.91
122.79,122.42,122.84,122.05
123.07,120.90,123.07,120.26
120.87,120.25,121.74,120.22
119.29,118.33,119.50,117.28
117.83,118.27,118.71,117.62
118.15,117.32,118.25,117.30
116.69,117.18,117.72,116.45
117.22,117.65,118.15,117.19
117.25,116.75,117.27,115.88
117.27,117.05,117.85,116.70
