MLM,Martin Marietta Materials,NASDAQ
226.00,229.85,230.03,224.48
230.22,230.72,232.26,228.70
231.44,231.16,232.55,228.13
230.30,223.69,230.68,223.03
224.78,222.20,226.99,219.87
221.86,221.81,225.62,219.99
222.00,221.41,223.80,219.96
222.00,220.39,224.30,219.97
220.37,222.68,223.17,218.72
222.34,226.04,228.23,221.04
226.04,225.45,227.50,224.71
224.48,224.15,225.87,223.36
224.97,225.11,226.21,221.78
226.48,229.19,230.57,226.48
230.30,226.17,233.76,225.05
226.00,224.84,227.55,224.21
226.34,221.53,226.61,220.78
223.49,223.33,225.64,219.50
223.24,226.36,227.68,222.81
226.15,226.52,229.65,225.11
226.08,219.84,226.24,219.53
219.88,219.36,221.60,218.50
220.07,220.56,222.47,219.24
221.64,221.95,222.24,219.79
222.14,219.92,222.50,216.80
219.62,220.67,221.61,219.05
