MSLI,Merus Labs International Inc. - Common Stock,NASDAQ
0.94,0.96,0.96,0.94
0.96,0.97,0.97,0.96
0.96,0.97,0.97,0.96
0.95,0.95,0.98,0.95
0.98,0.96,0.98,0.96
0.98,1.04,1.07,0.98
1.00,0.83,1.00,0.82
0.87,0.77,0.87,0.74
0.76,0.75,0.76,0.72
0.75,0.76,0.77,0.74
0.75,0.73,0.75,0.73
0.78,0.73,0.78,0.70
0.74,0.80,0.80,0.74
0.82,0.87,0.89,0.82
0.84,0.89,0.89,0.84
0.88,0.87,0.88,0.87
0.88,0.86,0.88,0.86
0.87,0.87,0.88,0.86
0.87,0.89,0.89,0.87
0.89,0.89,0.91,0.89
0.89,0.86,0.91,0.84
0.84,0.88,0.88,0.84
0.90,0.90,0.91,0.88
0.87,0.86,0.88,0.85
0.88,0.89,0.89,0.88
0.87,0.88,0.88,0.87
0.90,0.88,0.90,0.86
