ROK,Rockwell Automation,NASDAQ
136.33,138.93,139.16,135.88
138.37,137.61,138.37,136.77
137.81,139.56,139.64,137.72
139.56,137.40,139.58,136.81
137.60,137.07,138.24,136.53
136.78,135.57,137.98,135.40
135.71,136.21,136.49,135.21
136.08,134.91,136.85,134.44
135.56,134.83,136.16,134.02
135.03,135.57,135.76,134.47
135.60,135.57,136.73,135.03
135.59,135.57,136.07,134.80
135.40,136.01,136.47,135.10
136.48,136.03,136.81,135.73
136.48,134.74,136.75,134.62
134.74,134.85,135.49,134.28
135.54,134.40,135.54,133.61
135.90,138.54,138.66,135.18
138.77,137.96,139.49,137.29
137.67,137.74,139.40,135.87
138.36,138.51,139.61,137.69
139.00,138.31,139.99,138.29
139.00,139.53,140.08,138.28
140.02,141.66,142.54,139.74
141.19,140.76,141.52,138.97
140.95,141.99,142.24,140.84
