DNB,Dun & Bradstreet Corporation (The) Common Stock,NASDAQ
120.80,121.60,122.59,120.71
122.54,122.69,123.40,122.41
122.82,121.41,122.87,121.10
121.77,123.83,123.91,120.97
124.32,123.27,124.62,123.04
122.89,123.36,124.16,121.76
123.34,123.16,123.96,122.01
124.12,123.68,124.12,122.84
123.22,121.66,123.69,121.36
121.75,122.11,123.40,121.19
122.36,120.03,123.35,119.72
120.27,120.45,121.30,119.95
120.48,119.89,120.81,118.35
119.92,119.63,120.88,119.51
119.53,118.90,119.56,118.28
119.25,123.27,123.28,119.25
123.42,122.61,124.98,122.13
123.04,121.66,123.04,121.18
121.56,121.74,122.35,121.33
121.85,121.32,121.85,120.63
122.51,121.80,122.77,121.08
121.46,121.43,122.63,120.42
122.03,122.51,123.35,120.96
122.34,123.42,123.74,122.34
123.34,123.06,124.08,122.85
122.67,121.97,122.67,121.50
122.18,122.58,122.82,121.49
122.41,122.00,123.01,121.13
122.07,123.48,123.74,121.28
