MSTR,MicroStrategy Incorporated - Class A Common Stock,NASDAQ
191.25,191.94,192.86,188.09
192.78,195.76,195.96,192.56
196.01,198.57,198.74,194.65
197.70,198.45,199.45,195.83
198.00,200.98,205.14,198.00
201.48,200.97,202.07,198.51
200.72,201.87,203.74,196.24
203.26,204.44,205.07,200.99
204.69,199.59,205.60,198.08
199.30,201.55,203.97,197.03
202.55,200.40,204.55,199.89
200.80,203.18,203.57,199.12
203.46,203.89,206.02,200.33
207.28,200.31,207.28,198.69
200.81,196.18,200.81,195.36
196.65,201.22,201.66,196.65
200.65,201.48,206.98,200.06
200.20,197.60,203.19,196.36
201.01,198.50,201.01,196.99
198.67,197.40,199.40,195.90
198.55,197.84,200.35,197.02
197.65,197.94,198.66,197.04
197.66,199.61,202.74,197.66
200.24,199.17,201.86,198.79
199.69,198.63,200.89,196.67
199.67,200.78,200.96,197.91
197.54,201.00,202.44,197.54
200.06,200.47,201.16,197.62
201.58,203.80,204.22,201.12
