SPYG,SPDR S&P 500 Growth ETF (based on S&P 500 Growth Index symbol--SGX),NASDAQ
104.96,105.15,105.56,104.90
105.45,104.29,105.45,104.28
104.43,103.16,104.48,103.00
103.25,103.36,103.64,103.20
103.92,104.04,104.27,103.92
104.26,104.24,104.33,103.94
104.35,105.62,105.65,104.00
105.65,105.70,106.00,105.46
105.99,106.46,106.51,105.99
106.25,106.24,106.44,105.96
106.68,107.13,107.56,106.60
107.14,106.65,107.43,106.50
106.77,106.91,107.43,106.55
106.88,105.89,106.88,105.89
106.20,106.49,106.74,106.20
106.72,106.85,106.88,106.60
106.81,106.59,106.87,106.54
106.52,106.23,106.52,106.00
106.21,106.41,106.57,106.14
106.51,106.78,107.11,106.51
106.87,105.82,106.87,105.82
105.94,105.99,106.09,105.64
106.07,105.33,106.11,105.03
106.07,106.03,106.35,105.45
106.23,106.63,106.82,106.19
106.68,106.87,106.93,106.53
107.06,107.65,107.81,106.71
107.52,107.41,107.61,107.27
107.57,107.46,107.83,107.24
107.40,107.54,107.63,106.95
107.40,107.52,107.60,106.65
107.50,107.73,107.84,107.50
