IWM,iShares Russell 2000 ETF,NASDAQ
133.52,134.59,134.91,132.74
134.59,135.90,136.18,134.18
136.25,138.04,138.21,135.80
138.40,138.31,138.82,137.75
137.95,136.85,138.57,136.51
137.53,136.86,138.05,136.24
136.42,135.15,137.35,134.81
135.37,136.16,137.14,134.96
136.35,135.91,137.53,135.63
136.04,136.80,137.19,135.91
137.28,137.96,138.21,136.99
137.85,137.06,138.15,137.01
136.56,135.32,136.75,134.81
135.46,136.04,136.12,135.27
136.23,136.65,137.30,136.21
136.89,135.25,136.98,134.83
135.29,135.37,136.26,134.69
135.60,134.85,135.63,134.40
136.49,135.52,136.83,134.50
136.05,137.78,137.96,136.01
137.49,136.19,137.76,135.51
136.41,135.69,136.71,135.68
135.54,134.80,135.72,134.50
135.00,136.09,136.38,134.76
136.23,136.33,136.79,135.42
136.16,135.28,136.22,133.59
135.65,136.26,136.97,135.65
