UCC,ProShares Ultra Consumer Services,NASDAQ
114.98,115.97,116.27,114.98
118.00,119.45,119.63,118.00
120.16,120.05,120.53,119.32
120.30,120.59,120.76,120.10
120.59,120.59,120.59,120.59
121.05,121.08,121.42,121.04
121.08,121.08,121.08,121.08
121.08,121.08,121.08,121.08
120.29,119.95,120.29,119.95
119.68,119.29,119.68,119.29
121.00,121.30,121.40,121.00
121.30,121.30,121.30,121.30
121.30,121.30,121.30,121.30
121.30,121.30,121.30,121.30
118.91,118.91,118.91,118.91
117.06,117.10,117.10,117.06
117.28,117.81,117.83,117.28
115.85,114.85,115.86,114.85
116.77,114.39,116.95,114.39
114.39,114.39,114.39,114.39
118.21,117.28,118.32,117.28
117.82,117.82,117.82,117.82
119.14,119.14,119.14,118.78
120.50,120.99,121.52,120.46
121.67,121.58,121.67,120.17
60.55,59.81,60.55,59.81
60.42,60.73,60.73,60.42
