VIA,Viacom Inc. - Class A Common Stock,NASDAQ
40.50,40.55,40.75,40.35
40.35,42.15,42.50,40.35
42.25,42.60,43.05,41.95
42.70,42.45,43.35,42.05
40.60,39.25,40.85,39.00
39.25,38.90,39.69,38.10
38.70,38.50,39.15,38.50
38.80,39.00,39.25,38.65
39.00,39.50,40.55,39.00
39.50,38.25,39.67,38.10
38.05,38.55,38.71,38.05
38.55,39.20,39.30,38.55
39.05,38.90,39.40,38.60
38.85,38.85,39.25,38.70
38.95,39.30,39.85,38.81
39.10,38.95,39.30,38.95
38.70,38.85,39.15,38.70
38.50,38.50,39.17,38.30
38.60,39.55,39.65,38.60
39.90,40.30,40.75,39.30
40.25,40.90,41.40,39.90
40.80,41.25,41.55,40.55
40.85,41.80,42.35,40.85
41.95,42.15,42.50,41.51
42.10,42.45,42.70,41.75
42.70,42.25,42.70,41.80
42.15,42.80,42.85,41.95
