IDXX,IDEXX Laboratories,NASDAQ
115.73,118.02,118.47,115.04
118.11,118.79,118.84,117.05
119.21,118.24,119.79,118.10
118.36,120.29,120.48,117.77
120.75,120.83,121.77,119.85
121.06,119.77,121.60,119.20
119.64,119.91,120.77,119.30
119.20,119.43,120.47,119.12
120.21,119.03,120.48,118.82
119.13,118.40,119.55,118.12
118.66,119.56,120.10,118.66
119.59,119.09,120.00,118.92
119.34,119.88,120.33,119.00
120.12,119.75,120.85,119.64
119.79,117.75,120.90,117.59
117.73,118.08,118.68,117.53
118.61,117.27,118.94,117.15
118.29,117.60,119.18,117.17
118.02,115.95,118.26,113.92
116.15,115.96,118.36,115.90
115.99,118.36,118.91,115.30
120.26,119.02,120.86,118.07
119.14,120.71,121.81,119.11
120.99,121.12,121.69,119.83
120.83,120.64,120.83,118.71
120.44,120.80,121.72,120.03
