CP,Canadian Pacific Railway Limited Common Stock,NASDAQ
151.08,151.38,151.76,149.48
151.41,154.74,154.99,150.94
155.12,156.20,156.27,153.58
156.10,156.28,156.71,155.03
156.42,152.51,156.42,151.64
152.68,150.99,153.95,150.92
149.95,145.89,151.12,145.76
145.09,145.27,147.92,145.09
146.67,145.34,147.36,144.68
145.08,144.15,145.37,143.25
144.41,144.87,146.17,144.26
145.17,145.01,146.56,144.60
144.46,143.47,144.83,143.34
143.16,143.21,144.21,142.53
143.69,143.34,144.25,143.12
143.00,142.20,143.75,142.16
142.27,143.04,143.49,142.13
142.97,142.77,144.61,142.38
144.75,141.43,145.61,141.32
143.04,145.95,146.17,142.36
145.22,147.16,149.45,145.15
146.99,148.64,149.73,146.25
148.22,145.49,148.26,144.79
146.35,146.29,147.16,145.44
146.77,147.02,147.48,145.70
147.50,147.76,147.96,146.02
147.35,148.48,149.05,146.87
