IHE,iShares U.S. Pharmaceutical ETF,NASDAQ
139.68,140.27,140.38,138.15
138.46,137.60,138.46,135.25
136.46,137.30,137.44,135.09
138.15,138.89,140.22,137.21
138.83,138.73,139.49,138.52
139.48,140.30,140.47,139.48
140.34,139.80,141.44,138.89
140.27,140.72,141.18,140.24
141.61,142.29,142.78,140.76
142.41,142.08,143.71,141.80
142.47,142.16,142.64,141.58
141.82,140.40,142.05,140.40
140.46,139.48,140.46,139.26
139.58,142.64,142.64,139.58
143.00,142.06,143.66,142.06
141.97,140.44,142.00,140.29
140.47,140.71,141.13,140.31
140.81,141.42,141.63,140.38
142.55,143.72,143.78,141.71
144.09,146.53,146.89,144.09
146.50,146.91,147.10,145.70
147.02,146.45,147.25,146.44
148.02,147.95,148.81,147.73
147.98,147.28,148.06,146.87
147.45,144.08,147.45,142.40
143.00,144.31,144.74,142.86
144.65,144.96,146.04,144.65
