MDYG,SPDR S&P 400 Mid Cap Growth ETF (based on S&P MidCap 400 Growth Index--symbol: MUV),NASDAQ
131.91,131.01,131.91,130.99
131.56,131.64,131.97,131.33
132.00,130.35,132.00,130.35
130.81,129.43,130.81,129.20
129.60,129.67,130.26,129.53
130.48,131.01,131.19,130.04
131.41,132.20,132.33,131.00
132.75,133.67,133.87,132.11
134.30,135.29,135.38,133.85
135.56,135.09,135.56,134.76
137.13,134.32,137.13,133.66
134.80,134.86,135.05,134.20
134.89,133.51,134.98,133.22
133.70,134.06,134.89,133.70
134.00,133.18,134.44,133.09
133.71,133.99,134.17,132.94
134.23,134.74,134.81,134.19
135.01,134.21,135.01,134.11
134.04,133.41,134.04,132.82
133.27,133.76,133.76,133.27
133.80,134.34,134.64,133.80
134.94,133.07,134.94,132.80
133.03,133.48,133.48,132.90
134.11,133.02,134.11,132.75
134.63,133.45,134.63,132.45
133.78,135.43,135.43,133.78
135.00,134.47,135.21,133.71
134.42,134.49,134.97,134.12
134.71,134.04,134.71,133.86
134.07,134.70,135.10,134.07
134.95,135.08,135.29,134.29
134.85,134.55,134.85,133.08
134.74,135.45,135.72,134.74
