HDSN,Hudson Technologies,NASDAQ
7.34,7.32,7.67,7.23
7.25,7.33,7.41,6.93
7.38,7.39,7.48,7.28
7.38,7.65,7.67,7.20
7.63,7.66,7.70,7.28
7.67,7.51,7.67,7.41
7.56,7.66,7.67,7.44
7.59,7.68,7.87,7.36
7.68,7.38,7.71,7.37
7.36,7.35,7.52,7.35
7.37,7.58,7.65,7.37
7.54,7.52,7.64,7.38
7.48,7.35,7.50,7.35
7.36,7.35,7.49,7.15
7.40,7.39,7.44,7.27
7.43,7.70,7.70,7.36
7.72,8.01,8.45,7.70
8.09,7.91,8.09,7.80
7.91,8.12,8.27,7.85
8.08,7.82,8.24,7.81
7.82,7.76,7.87,7.65
7.75,7.78,7.83,7.45
7.80,7.86,7.88,7.62
7.88,8.20,8.28,7.83
8.21,7.82,8.23,7.77
7.80,7.84,7.88,7.77
