CLB,Core Laboratories N.V. Common Stock,NASDAQ
113.13,116.83,117.20,113.00
116.58,115.23,116.99,113.32
114.06,121.03,121.06,114.01
121.50,120.34,121.56,119.15
122.94,120.81,124.84,119.84
120.96,122.22,122.73,119.39
120.06,118.84,121.78,118.64
117.97,119.82,120.58,117.20
121.35,120.29,121.54,119.37
119.69,120.00,120.46,118.29
120.00,119.24,121.18,118.79
119.96,120.21,120.96,119.28
120.11,119.27,120.67,118.89
119.40,119.44,119.84,118.45
119.64,120.45,121.15,119.53
120.19,118.79,120.47,118.64
118.40,119.17,119.72,118.34
119.00,120.04,121.66,118.88
121.52,121.71,123.76,121.01
122.25,123.83,124.30,122.01
123.78,125.37,125.81,123.28
125.19,125.19,125.83,123.50
123.79,124.18,124.86,122.58
124.54,121.43,124.54,120.61
121.82,122.52,123.34,121.15
123.46,122.44,123.85,121.19
122.17,119.89,122.49,119.89
