SLYG,SPDR S&P 600 Small Cap Growth ETF (based on S&P SmallCap 600 Growth Index --symbol CGK),NASDAQ
205.37,202.72,205.39,202.67
203.44,202.98,204.21,202.66
204.46,201.75,204.46,201.29
202.49,201.17,203.28,199.74
200.24,200.82,201.39,200.24
202.23,204.55,204.55,202.23
204.86,206.43,206.49,203.47
206.37,207.92,208.42,205.65
209.00,211.82,211.86,207.97
212.64,212.10,212.71,211.20
212.36,210.24,212.36,209.61
211.37,210.56,212.29,209.90
210.50,208.20,211.46,207.89
209.44,209.90,211.10,208.59
209.95,208.10,210.86,207.95
209.02,209.65,210.13,208.50
210.18,211.70,211.70,210.18
211.94,210.38,211.94,210.30
210.23,208.58,211.00,207.96
208.74,209.73,209.75,208.71
210.25,211.00,211.40,210.25
211.47,208.57,211.47,208.20
208.96,208.98,209.40,208.00
209.58,208.08,209.58,207.61
210.89,208.95,210.89,207.32
210.11,212.37,212.47,210.06
211.94,209.80,212.34,208.90
210.19,208.62,210.19,208.37
208.15,207.05,208.62,206.65
206.96,208.85,209.02,206.96
208.86,209.29,209.47,207.85
209.37,207.52,209.37,205.16
207.77,209.13,209.86,207.77
