APD,Air Products and Chemicals,NASDAQ
146.81,148.54,148.59,145.89
148.61,149.06,149.15,148.09
148.84,149.55,149.70,147.97
149.86,149.64,150.39,148.97
150.03,149.12,150.45,148.27
148.98,148.18,149.83,147.11
147.86,149.09,149.40,147.45
149.27,147.43,149.52,147.26
147.35,147.72,148.00,146.89
147.90,147.50,149.81,147.05
148.32,147.35,148.51,147.01
147.11,146.09,147.96,145.69
146.03,146.48,146.60,145.64
146.62,147.38,147.56,146.62
147.67,145.12,147.67,145.02
144.45,144.37,145.05,144.17
144.53,143.82,144.82,143.23
143.56,143.40,144.73,142.84
144.04,144.65,144.84,143.69
144.38,143.22,144.42,142.84
143.24,144.36,144.80,142.95
144.30,146.31,147.59,144.29
146.49,145.26,146.89,145.21
144.79,146.01,146.10,144.79
145.96,145.84,145.96,144.20
145.70,145.35,146.08,145.05
