PLUG,Plug Power,NASDAQ
1.53,1.56,1.60,1.50
1.55,1.53,1.59,1.53
1.51,1.43,1.55,1.42
1.43,1.37,1.45,1.36
1.37,1.34,1.43,1.32
1.43,1.37,1.43,1.29
1.35,1.38,1.39,1.31
1.38,1.32,1.39,1.32
1.28,1.36,1.39,1.26
1.39,1.33,1.39,1.31
1.31,1.31,1.36,1.30
1.30,1.26,1.32,1.26
1.38,1.27,1.38,1.24
1.27,1.30,1.30,1.26
1.28,1.28,1.30,1.26
1.27,1.22,1.28,1.20
1.25,1.20,1.26,1.18
1.20,1.21,1.23,1.19
1.21,1.30,1.30,1.20
1.30,1.26,1.32,1.26
1.28,1.25,1.29,1.25
1.26,1.25,1.27,1.22
1.25,1.24,1.26,1.22
1.24,1.26,1.28,1.23
1.26,1.23,1.26,1.22
1.22,1.25,1.25,1.22
