JLL,Jones Lang LaSalle Incorporated Common Stock,NASDAQ
100.70,100.54,101.73,100.11
101.18,100.90,102.05,100.74
101.54,102.41,102.77,100.04
102.83,103.44,103.71,102.20
103.22,104.94,106.19,102.76
105.05,106.02,106.08,104.51
105.49,104.31,106.23,103.37
102.53,103.13,104.75,102.20
102.97,100.85,103.01,100.45
101.40,101.22,102.06,100.59
102.01,100.45,102.09,100.00
100.67,100.96,101.96,100.29
100.80,102.56,103.40,100.74
102.17,101.92,102.88,101.52
102.23,101.99,102.86,101.22
101.93,100.54,101.93,100.22
100.78,101.19,102.21,100.63
101.70,100.34,101.70,99.88
100.40,99.77,101.20,99.49
99.83,101.04,101.28,99.18
102.53,102.39,104.13,101.89
103.10,106.14,106.43,103.00
105.99,107.25,107.67,104.98
106.59,106.73,107.01,105.46
106.60,106.64,106.77,104.65
106.65,106.85,108.38,106.34
107.01,107.04,107.37,106.36
106.74,107.32,107.39,105.57
107.26,106.78,108.98,106.61
