TRT,Trio-Tech International Common Stock,NASDAQ
3.45,3.31,3.45,3.31
3.28,3.26,3.40,3.26
3.43,3.27,3.44,3.27
3.27,3.35,3.35,3.27
3.38,3.35,3.46,3.35
3.38,3.37,3.38,3.30
3.35,3.33,3.41,3.30
3.34,3.30,3.34,3.30
3.31,3.30,3.31,3.30
3.30,3.30,3.34,3.30
3.32,3.31,3.32,3.31
3.34,3.28,3.34,3.28
3.32,3.32,3.32,3.32
3.33,3.32,3.34,3.32
3.34,3.20,3.34,3.20
3.25,3.33,3.33,3.25
3.31,3.31,3.31,3.31
3.33,3.32,3.33,3.32
3.35,3.30,3.35,3.30
3.31,3.30,3.35,3.30
3.31,3.30,3.34,3.30
3.45,3.31,3.45,3.30
3.31,3.25,3.34,3.25
3.29,3.26,3.29,3.26
3.28,3.28,3.28,3.28
3.29,3.28,3.29,3.28
3.33,3.34,3.34,3.33
