MAGS,Magal Security Systems Ltd. - Ordinary Shares,NASDAQ
5.75,5.75,5.80,5.70
5.70,5.73,5.88,5.66
5.75,5.67,5.77,5.60
5.70,5.83,5.83,5.66
5.85,5.79,5.85,5.79
5.84,5.79,5.84,5.76
5.80,5.73,5.80,5.70
5.75,5.68,5.79,5.66
5.65,5.53,5.71,5.53
5.50,5.55,5.63,5.47
5.50,5.41,5.50,5.40
5.46,5.58,5.66,5.42
5.61,5.46,5.61,5.45
5.43,5.38,5.48,5.38
5.33,5.30,5.50,5.30
5.25,5.29,5.32,5.25
5.25,5.01,5.25,4.94
4.89,4.96,5.11,4.89
5.00,5.03,5.21,5.00
5.02,5.07,5.11,5.02
5.15,5.25,5.30,5.10
5.20,5.40,5.45,5.20
5.40,5.52,5.72,5.34
5.48,5.63,5.70,5.30
5.60,5.80,5.85,5.52
5.80,5.65,5.80,5.50
5.71,5.71,5.71,5.46
5.81,5.76,6.09,5.70
5.85,5.77,5.85,5.74
