CHRW,C.H. Robinson Worldwide,NASDAQ
75.56,75.56,75.76,74.99
75.69,76.72,76.74,75.29
76.74,77.47,77.50,75.58
77.49,77.04,77.89,76.52
77.06,77.25,77.45,76.58
77.38,77.06,77.82,76.94
77.27,76.62,77.57,76.42
76.44,74.31,76.60,73.78
74.17,73.11,74.97,72.56
73.05,74.62,74.72,72.74
74.61,74.53,75.11,74.39
74.21,74.63,74.88,74.14
74.23,74.47,74.69,74.16
74.60,74.54,74.81,74.30
74.65,74.48,75.02,74.20
74.69,73.47,74.76,73.46
73.68,73.73,73.95,73.51
74.02,73.26,74.13,73.01
73.50,72.85,73.80,72.17
72.86,72.99,74.00,72.64
72.79,73.74,73.82,72.59
73.67,74.15,74.31,73.45
73.78,73.16,74.18,73.09
73.12,73.14,73.72,72.84
73.01,73.44,73.63,72.93
73.36,73.44,73.51,72.89
73.55,73.38,73.64,73.16
