RGA,Reinsurance Group of America,NASDAQ
125.10,126.98,127.06,124.54
127.76,128.21,129.06,127.04
128.15,128.12,128.61,127.19
127.78,128.28,128.77,127.59
129.00,127.79,129.28,126.96
127.34,127.22,128.39,126.68
127.39,126.75,128.47,126.74
126.94,125.92,127.36,125.38
125.61,127.00,127.09,125.40
127.99,127.07,128.14,126.42
127.18,126.96,127.61,126.81
126.98,127.21,127.51,126.62
127.10,126.95,127.23,126.07
127.38,126.71,127.64,126.66
127.05,126.21,127.27,126.05
126.02,125.94,126.67,125.38
125.99,125.83,126.26,125.34
125.62,124.50,125.70,123.17
124.77,126.40,126.80,124.56
125.96,125.00,126.68,124.79
125.47,125.09,125.89,124.71
124.60,122.70,124.60,122.70
122.72,123.58,124.20,122.19
123.95,124.28,124.61,123.28
123.82,124.81,124.93,123.44
125.37,124.99,126.89,124.81
