AGZ,iShares  Agency Bond ETF,NASDAQ
112.73,112.65,112.80,112.37
112.51,112.62,112.70,112.26
112.35,112.47,112.97,112.26
112.54,112.10,112.59,112.05
112.21,111.95,112.24,111.94
112.00,111.95,112.08,111.87
112.04,112.27,112.38,112.04
112.07,112.20,112.27,111.92
112.20,112.29,112.33,112.11
111.93,112.22,112.27,111.82
111.96,112.19,112.28,111.96
112.05,112.10,112.15,112.00
112.02,112.28,112.33,111.94
112.09,112.39,112.49,112.05
112.34,112.62,112.92,112.34
112.32,112.48,113.00,112.30
112.56,112.59,112.68,112.43
113.48,112.83,113.48,112.61
112.49,112.84,113.00,112.49
112.94,112.73,112.96,112.73
113.34,112.80,113.34,112.71
112.78,112.94,113.25,112.62
112.97,112.92,113.28,112.92
112.89,112.82,112.99,112.76
