IFF,Internationa Flavors & Fragrances,NASDAQ
121.04,121.79,122.12,120.34
121.53,124.66,125.07,121.53
124.66,125.76,126.18,124.02
125.76,125.30,126.26,124.12
125.78,123.20,126.08,122.91
123.21,121.75,123.73,121.24
122.22,118.43,122.69,118.31
118.36,120.17,120.21,118.00
119.29,118.01,120.00,116.64
118.35,117.87,118.65,117.31
117.86,117.79,118.36,117.00
118.12,118.24,119.27,117.23
117.90,119.35,119.35,117.75
118.70,118.24,119.14,117.98
118.64,119.02,119.42,118.38
119.04,118.80,119.56,118.60
118.82,118.90,119.21,118.65
118.86,117.83,119.30,117.53
118.45,117.17,119.67,116.73
117.00,117.39,118.18,115.51
116.94,116.10,117.44,115.12
115.67,116.02,116.53,113.16
115.25,115.56,116.20,113.50
116.03,115.48,116.58,115.39
115.28,116.30,116.53,114.77
116.08,115.26,116.73,114.95
115.58,116.66,117.18,115.58
